"","cell_type","0","1","virus"
"6408","Basal squamous epithelial cells",2,NA,"UP000006848"
"6409","Bipolar cells",2,NA,"UP000006848"
"6410","Breast glandular cells",2,NA,"UP000006848"
"6411","Breast myoepithelial cells",2,NA,"UP000006848"
"6412","Cardiomyocytes",2,NA,"UP000006848"
"6413","Cholangiocytes",2,NA,"UP000006848"
"6414","Ciliated cells",2,NA,"UP000006848"
"6415","Club cells",2,NA,"UP000006848"
"6416","Collecting duct cells",2,NA,"UP000006848"
"6417","Cone photoreceptor cells",2,NA,"UP000006848"
"6418","Cytotrophoblasts",2,NA,"UP000006848"
"6419","Distal enterocytes",2,NA,"UP000006848"
"6420","Distal tubular cells",2,NA,"UP000006848"
"6421","Ductal cells",2,NA,"UP000006848"
"6422","Early spermatids",2,NA,"UP000006848"
"6423","Endometrial stromal cells",2,NA,"UP000006848"
"6424","Endothelial cells",2,NA,"UP000006848"
"6425","Enteroendocrine cells",2,NA,"UP000006848"
"6426","Erythroid cells",2,NA,"UP000006848"
"6427","Excitatory neurons",1,1,"UP000006848"
"6428","Exocrine glandular cells",2,NA,"UP000006848"
"6429","Extravillous trophoblasts",2,NA,"UP000006848"
"6430","Fibroblasts",1,1,"UP000006848"
"6431","Gastric mucus-secreting cells",2,NA,"UP000006848"
"6432","Glandular and luminal cells",2,NA,"UP000006848"
"6433","Granulosa cells",2,NA,"UP000006848"
"6434","Hepatocytes",2,NA,"UP000006848"
"6435","Hofbauer cells",2,NA,"UP000006848"
"6436","Horizontal cells",2,NA,"UP000006848"
"6437","Inhibitory neurons",1,1,"UP000006848"
"6438","Intestinal goblet cells",2,NA,"UP000006848"
"6439","Ionocytes",2,NA,"UP000006848"
"6440","Kupffer cells",2,NA,"UP000006848"
"6441","Langerhans cells",2,NA,"UP000006848"
"6442","Late spermatids",2,NA,"UP000006848"
"6443","Leydig cells",2,NA,"UP000006848"
"6444","Lymphatic endothelial cells",2,NA,"UP000006848"
"6445","Macrophages",2,NA,"UP000006848"
"6446","Melanocytes",2,NA,"UP000006848"
"6447","Mesothelial cells",2,NA,"UP000006848"
"6448","Microglial cells",2,NA,"UP000006848"
"6449","Mucus glandular cells",2,NA,"UP000006848"
"6450","Muller glia cells",2,NA,"UP000006848"
"6451","NK-cells",2,NA,"UP000006848"
"6452","Oligodendrocyte precursor cells",2,NA,"UP000006848"
"6453","Oligodendrocytes",2,NA,"UP000006848"
"6454","Oocytes",2,NA,"UP000006848"
"6455","Ovarian stromal cells",2,NA,"UP000006848"
"6456","Pancreatic endocrine cells",2,NA,"UP000006848"
"6457","Paneth cells",1,1,"UP000006848"
"6458","Peritubular cells",2,NA,"UP000006848"
"6459","Plasma cells",2,NA,"UP000006848"
"6460","Prostatic glandular cells",2,NA,"UP000006848"
"6461","Proximal enterocytes",2,NA,"UP000006848"
"6462","Proximal tubular cells",2,NA,"UP000006848"
"6463","Rod photoreceptor cells",2,NA,"UP000006848"
"6464","Salivary duct cells",2,NA,"UP000006848"
"6465","Schwann cells",2,NA,"UP000006848"
"6466","Secretory cells",2,NA,"UP000006848"
"6467","Serous glandular cells",2,NA,"UP000006848"
"6468","Sertoli cells",2,NA,"UP000006848"
"6469","Skeletal myocytes",2,NA,"UP000006848"
"6470","Smooth muscle cells",1,1,"UP000006848"
"6471","Spermatocytes",NA,2,"UP000006848"
"6472","Spermatogonia",2,NA,"UP000006848"
"6473","Squamous epithelial cells",2,NA,"UP000006848"
"6474","Suprabasal keratinocytes",2,NA,"UP000006848"
"6475","Syncytiotrophoblasts",2,NA,"UP000006848"
"6476","T-cells",2,NA,"UP000006848"
"6477","Undifferentiated cells",2,NA,"UP000006848"
"6478","dendritic cells",2,NA,"UP000006848"
"6479","granulocytes",2,NA,"UP000006848"
"6480","monocytes",2,NA,"UP000006848"
"6481","Adipocytes",11,2,"UP000001448"
"6482","Alveolar cells type 1",13,NA,"UP000001448"
"6483","Alveolar cells type 2",13,NA,"UP000001448"
"6484","Astrocytes",13,NA,"UP000001448"
"6485","B-cells",13,NA,"UP000001448"
"6486","Basal keratinocytes",13,NA,"UP000001448"
"6487","Basal prostatic cells",11,2,"UP000001448"
"6488","Basal respiratory cells",13,NA,"UP000001448"
"6489","Basal squamous epithelial cells",13,NA,"UP000001448"
"6490","Bipolar cells",12,1,"UP000001448"
"6491","Breast glandular cells",13,NA,"UP000001448"
"6492","Breast myoepithelial cells",13,NA,"UP000001448"
"6493","Cardiomyocytes",13,NA,"UP000001448"
"6494","Cholangiocytes",11,2,"UP000001448"
"6495","Ciliated cells",13,NA,"UP000001448"
"6496","Club cells",13,NA,"UP000001448"
"6497","Collecting duct cells",11,2,"UP000001448"
"6498","Cone photoreceptor cells",13,NA,"UP000001448"
"6499","Cytotrophoblasts",11,2,"UP000001448"
"6500","Distal enterocytes",12,1,"UP000001448"
"6501","Distal tubular cells",12,1,"UP000001448"
"6502","Ductal cells",12,1,"UP000001448"
"6503","Early spermatids",8,5,"UP000001448"
"6504","Endometrial stromal cells",13,NA,"UP000001448"
"6505","Endothelial cells",13,NA,"UP000001448"
"6506","Enteroendocrine cells",11,2,"UP000001448"
"6507","Erythroid cells",11,2,"UP000001448"
"6508","Excitatory neurons",13,NA,"UP000001448"
"6509","Exocrine glandular cells",13,NA,"UP000001448"
"6510","Extravillous trophoblasts",13,NA,"UP000001448"
"6511","Fibroblasts",13,NA,"UP000001448"
"6512","Gastric mucus-secreting cells",13,NA,"UP000001448"
"6513","Glandular and luminal cells",13,NA,"UP000001448"
"6514","Granulosa cells",13,NA,"UP000001448"
"6515","Hepatocytes",12,1,"UP000001448"
"6516","Hofbauer cells",13,NA,"UP000001448"
"6517","Horizontal cells",13,NA,"UP000001448"
"6518","Inhibitory neurons",13,NA,"UP000001448"
"6519","Intestinal goblet cells",12,1,"UP000001448"
"6520","Ionocytes",13,NA,"UP000001448"
"6521","Kupffer cells",13,NA,"UP000001448"
"6522","Langerhans cells",13,NA,"UP000001448"
"6523","Late spermatids",10,3,"UP000001448"
"6524","Leydig cells",11,2,"UP000001448"
"6525","Lymphatic endothelial cells",13,NA,"UP000001448"
"6526","Macrophages",13,NA,"UP000001448"
"6527","Melanocytes",13,NA,"UP000001448"
"6528","Mesothelial cells",13,NA,"UP000001448"
"6529","Microglial cells",12,1,"UP000001448"
"6530","Mucus glandular cells",13,NA,"UP000001448"
"6531","Muller glia cells",12,1,"UP000001448"
"6532","NK-cells",12,1,"UP000001448"
"6533","Oligodendrocyte precursor cells",13,NA,"UP000001448"
"6534","Oligodendrocytes",13,NA,"UP000001448"
"6535","Oocytes",12,1,"UP000001448"
"6536","Ovarian stromal cells",13,NA,"UP000001448"
"6537","Pancreatic endocrine cells",12,1,"UP000001448"
"6538","Paneth cells",12,1,"UP000001448"
"6539","Peritubular cells",13,NA,"UP000001448"
"6540","Plasma cells",13,NA,"UP000001448"
"6541","Prostatic glandular cells",13,NA,"UP000001448"
"6542","Proximal enterocytes",11,2,"UP000001448"
"6543","Proximal tubular cells",10,3,"UP000001448"
"6544","Rod photoreceptor cells",10,3,"UP000001448"
"6545","Salivary duct cells",13,NA,"UP000001448"
"6546","Schwann cells",13,NA,"UP000001448"
"6547","Secretory cells",11,2,"UP000001448"
"6548","Serous glandular cells",13,NA,"UP000001448"
"6549","Sertoli cells",13,NA,"UP000001448"
"6550","Skeletal myocytes",13,NA,"UP000001448"
"6551","Smooth muscle cells",12,1,"UP000001448"
"6552","Spermatocytes",12,1,"UP000001448"
"6553","Spermatogonia",13,NA,"UP000001448"
"6554","Squamous epithelial cells",12,1,"UP000001448"
"6555","Suprabasal keratinocytes",11,2,"UP000001448"
"6556","Syncytiotrophoblasts",12,1,"UP000001448"
"6557","T-cells",12,1,"UP000001448"
"6558","Undifferentiated cells",13,NA,"UP000001448"
"6559","dendritic cells",12,1,"UP000001448"
"6560","granulocytes",12,1,"UP000001448"
"6561","monocytes",13,NA,"UP000001448"
"6562","Adipocytes",1,NA,"UP000008595"
"6563","Alveolar cells type 1",1,NA,"UP000008595"
"6564","Alveolar cells type 2",1,NA,"UP000008595"
"6565","Astrocytes",1,NA,"UP000008595"
"6566","B-cells",1,NA,"UP000008595"
"6567","Basal keratinocytes",1,NA,"UP000008595"
"6568","Basal prostatic cells",1,NA,"UP000008595"
"6569","Basal respiratory cells",1,NA,"UP000008595"
"6570","Basal squamous epithelial cells",1,NA,"UP000008595"
"6571","Bipolar cells",1,NA,"UP000008595"
"6572","Breast glandular cells",1,NA,"UP000008595"
"6573","Breast myoepithelial cells",1,NA,"UP000008595"
"6574","Cardiomyocytes",1,NA,"UP000008595"
"6575","Cholangiocytes",NA,1,"UP000008595"
"6576","Ciliated cells",NA,1,"UP000008595"
"6577","Club cells",1,NA,"UP000008595"
"6578","Collecting duct cells",1,NA,"UP000008595"
"6579","Cone photoreceptor cells",1,NA,"UP000008595"
"6580","Cytotrophoblasts",1,NA,"UP000008595"
"6581","Distal enterocytes",1,NA,"UP000008595"
"6582","Distal tubular cells",1,NA,"UP000008595"
"6583","Ductal cells",1,NA,"UP000008595"
"6584","Early spermatids",1,NA,"UP000008595"
"6585","Endometrial stromal cells",1,NA,"UP000008595"
"6586","Endothelial cells",1,NA,"UP000008595"
"6587","Enteroendocrine cells",1,NA,"UP000008595"
"6588","Erythroid cells",NA,1,"UP000008595"
"6589","Excitatory neurons",1,NA,"UP000008595"
"6590","Exocrine glandular cells",1,NA,"UP000008595"
"6591","Extravillous trophoblasts",1,NA,"UP000008595"
"6592","Fibroblasts",1,NA,"UP000008595"
"6593","Gastric mucus-secreting cells",1,NA,"UP000008595"
"6594","Glandular and luminal cells",1,NA,"UP000008595"
"6595","Granulosa cells",1,NA,"UP000008595"
"6596","Hepatocytes",1,NA,"UP000008595"
"6597","Hofbauer cells",1,NA,"UP000008595"
"6598","Horizontal cells",1,NA,"UP000008595"
"6599","Inhibitory neurons",1,NA,"UP000008595"
"6600","Intestinal goblet cells",1,NA,"UP000008595"
"6601","Ionocytes",1,NA,"UP000008595"
"6602","Kupffer cells",1,NA,"UP000008595"
"6603","Langerhans cells",1,NA,"UP000008595"
"6604","Late spermatids",1,NA,"UP000008595"
"6605","Leydig cells",1,NA,"UP000008595"
"6606","Lymphatic endothelial cells",1,NA,"UP000008595"
"6607","Macrophages",1,NA,"UP000008595"
"6608","Melanocytes",1,NA,"UP000008595"
"6609","Mesothelial cells",1,NA,"UP000008595"
"6610","Microglial cells",1,NA,"UP000008595"
"6611","Mucus glandular cells",1,NA,"UP000008595"
"6612","Muller glia cells",1,NA,"UP000008595"
"6613","NK-cells",1,NA,"UP000008595"
"6614","Oligodendrocyte precursor cells",1,NA,"UP000008595"
"6615","Oligodendrocytes",1,NA,"UP000008595"
"6616","Oocytes",1,NA,"UP000008595"
"6617","Ovarian stromal cells",1,NA,"UP000008595"
"6618","Pancreatic endocrine cells",1,NA,"UP000008595"
"6619","Paneth cells",1,NA,"UP000008595"
"6620","Peritubular cells",1,NA,"UP000008595"
"6621","Plasma cells",1,NA,"UP000008595"
"6622","Prostatic glandular cells",1,NA,"UP000008595"
"6623","Proximal enterocytes",1,NA,"UP000008595"
"6624","Proximal tubular cells",1,NA,"UP000008595"
"6625","Rod photoreceptor cells",1,NA,"UP000008595"
"6626","Salivary duct cells",1,NA,"UP000008595"
"6627","Schwann cells",1,NA,"UP000008595"
"6628","Secretory cells",1,NA,"UP000008595"
"6629","Serous glandular cells",1,NA,"UP000008595"
"6630","Sertoli cells",NA,1,"UP000008595"
"6631","Skeletal myocytes",1,NA,"UP000008595"
"6632","Smooth muscle cells",1,NA,"UP000008595"
"6633","Spermatocytes",1,NA,"UP000008595"
"6634","Spermatogonia",1,NA,"UP000008595"
"6635","Squamous epithelial cells",1,NA,"UP000008595"
"6636","Suprabasal keratinocytes",1,NA,"UP000008595"
"6637","Syncytiotrophoblasts",1,NA,"UP000008595"
"6638","T-cells",1,NA,"UP000008595"
"6639","Undifferentiated cells",1,NA,"UP000008595"
"6640","dendritic cells",1,NA,"UP000008595"
"6641","granulocytes",NA,1,"UP000008595"
"6642","monocytes",1,NA,"UP000008595"
"6643","Adipocytes",785,11,"UP000000344"
"6644","Alveolar cells type 1",787,9,"UP000000344"
"6645","Alveolar cells type 2",796,NA,"UP000000344"
"6646","Astrocytes",787,9,"UP000000344"
"6647","B-cells",794,2,"UP000000344"
"6648","Basal keratinocytes",788,8,"UP000000344"
"6649","Basal prostatic cells",796,NA,"UP000000344"
"6650","Basal respiratory cells",790,6,"UP000000344"
"6651","Basal squamous epithelial cells",795,1,"UP000000344"
"6652","Bipolar cells",794,2,"UP000000344"
"6653","Breast glandular cells",796,NA,"UP000000344"
"6654","Breast myoepithelial cells",796,NA,"UP000000344"
"6655","Cardiomyocytes",796,NA,"UP000000344"
"6656","Cholangiocytes",796,NA,"UP000000344"
"6657","Ciliated cells",794,2,"UP000000344"
"6658","Club cells",794,2,"UP000000344"
"6659","Collecting duct cells",796,NA,"UP000000344"
"6660","Cone photoreceptor cells",796,NA,"UP000000344"
"6661","Cytotrophoblasts",731,65,"UP000000344"
"6662","Distal enterocytes",787,9,"UP000000344"
"6663","Distal tubular cells",795,1,"UP000000344"
"6664","Ductal cells",778,18,"UP000000344"
"6665","Early spermatids",782,14,"UP000000344"
"6666","Endometrial stromal cells",796,NA,"UP000000344"
"6667","Endothelial cells",794,2,"UP000000344"
"6668","Enteroendocrine cells",796,NA,"UP000000344"
"6669","Erythroid cells",537,259,"UP000000344"
"6670","Excitatory neurons",780,16,"UP000000344"
"6671","Exocrine glandular cells",791,5,"UP000000344"
"6672","Extravillous trophoblasts",542,254,"UP000000344"
"6673","Fibroblasts",795,1,"UP000000344"
"6674","Gastric mucus-secreting cells",795,1,"UP000000344"
"6675","Glandular and luminal cells",795,1,"UP000000344"
"6676","Granulosa cells",795,1,"UP000000344"
"6677","Hepatocytes",778,18,"UP000000344"
"6678","Hofbauer cells",754,42,"UP000000344"
"6679","Horizontal cells",794,2,"UP000000344"
"6680","Inhibitory neurons",780,16,"UP000000344"
"6681","Intestinal goblet cells",795,1,"UP000000344"
"6682","Ionocytes",793,3,"UP000000344"
"6683","Kupffer cells",795,1,"UP000000344"
"6684","Langerhans cells",794,2,"UP000000344"
"6685","Late spermatids",737,59,"UP000000344"
"6686","Leydig cells",795,1,"UP000000344"
"6687","Lymphatic endothelial cells",791,5,"UP000000344"
"6688","Macrophages",795,1,"UP000000344"
"6689","Melanocytes",796,NA,"UP000000344"
"6690","Mesothelial cells",796,NA,"UP000000344"
"6691","Microglial cells",789,7,"UP000000344"
"6692","Mucus glandular cells",796,NA,"UP000000344"
"6693","Muller glia cells",790,6,"UP000000344"
"6694","NK-cells",795,1,"UP000000344"
"6695","Oligodendrocyte precursor cells",782,14,"UP000000344"
"6696","Oligodendrocytes",784,12,"UP000000344"
"6697","Oocytes",782,14,"UP000000344"
"6698","Ovarian stromal cells",796,NA,"UP000000344"
"6699","Pancreatic endocrine cells",796,NA,"UP000000344"
"6700","Paneth cells",796,NA,"UP000000344"
"6701","Peritubular cells",796,NA,"UP000000344"
"6702","Plasma cells",548,248,"UP000000344"
"6703","Prostatic glandular cells",794,2,"UP000000344"
"6704","Proximal enterocytes",778,18,"UP000000344"
"6705","Proximal tubular cells",778,18,"UP000000344"
"6706","Rod photoreceptor cells",795,1,"UP000000344"
"6707","Salivary duct cells",795,1,"UP000000344"
"6708","Schwann cells",796,NA,"UP000000344"
"6709","Secretory cells",796,NA,"UP000000344"
"6710","Serous glandular cells",795,1,"UP000000344"
"6711","Sertoli cells",796,NA,"UP000000344"
"6712","Skeletal myocytes",795,1,"UP000000344"
"6713","Smooth muscle cells",796,NA,"UP000000344"
"6714","Spermatocytes",410,386,"UP000000344"
"6715","Spermatogonia",783,13,"UP000000344"
"6716","Squamous epithelial cells",793,3,"UP000000344"
"6717","Suprabasal keratinocytes",776,20,"UP000000344"
"6718","Syncytiotrophoblasts",787,9,"UP000000344"
"6719","T-cells",795,1,"UP000000344"
"6720","Undifferentiated cells",551,245,"UP000000344"
"6721","dendritic cells",774,22,"UP000000344"
"6722","granulocytes",796,NA,"UP000000344"
"6723","monocytes",787,9,"UP000000344"
"6724","Adipocytes",147,3,"UP000002602"
"6725","Alveolar cells type 1",148,2,"UP000002602"
"6726","Alveolar cells type 2",148,2,"UP000002602"
"6727","Astrocytes",138,12,"UP000002602"
"6728","B-cells",148,2,"UP000002602"
"6729","Basal keratinocytes",150,NA,"UP000002602"
"6730","Basal prostatic cells",148,2,"UP000002602"
"6731","Basal respiratory cells",150,NA,"UP000002602"
"6732","Basal squamous epithelial cells",150,NA,"UP000002602"
"6733","Bipolar cells",146,4,"UP000002602"
"6734","Breast glandular cells",148,2,"UP000002602"
"6735","Breast myoepithelial cells",148,2,"UP000002602"
"6736","Cardiomyocytes",147,3,"UP000002602"
"6737","Cholangiocytes",150,NA,"UP000002602"
"6738","Ciliated cells",150,NA,"UP000002602"
"6739","Club cells",150,NA,"UP000002602"
"6740","Collecting duct cells",148,2,"UP000002602"
"6741","Cone photoreceptor cells",143,7,"UP000002602"
"6742","Cytotrophoblasts",52,98,"UP000002602"
"6743","Distal enterocytes",150,NA,"UP000002602"
"6744","Distal tubular cells",150,NA,"UP000002602"
"6745","Ductal cells",146,4,"UP000002602"
"6746","Early spermatids",137,13,"UP000002602"
"6747","Endometrial stromal cells",143,7,"UP000002602"
"6748","Endothelial cells",145,5,"UP000002602"
"6749","Enteroendocrine cells",150,NA,"UP000002602"
"6750","Erythroid cells",53,97,"UP000002602"
"6751","Excitatory neurons",128,22,"UP000002602"
"6752","Exocrine glandular cells",150,NA,"UP000002602"
"6753","Extravillous trophoblasts",51,99,"UP000002602"
"6754","Fibroblasts",148,2,"UP000002602"
"6755","Gastric mucus-secreting cells",150,NA,"UP000002602"
"6756","Glandular and luminal cells",150,NA,"UP000002602"
"6757","Granulosa cells",147,3,"UP000002602"
"6758","Hepatocytes",150,NA,"UP000002602"
"6759","Hofbauer cells",149,1,"UP000002602"
"6760","Horizontal cells",146,4,"UP000002602"
"6761","Inhibitory neurons",124,26,"UP000002602"
"6762","Intestinal goblet cells",148,2,"UP000002602"
"6763","Ionocytes",150,NA,"UP000002602"
"6764","Kupffer cells",148,2,"UP000002602"
"6765","Langerhans cells",149,1,"UP000002602"
"6766","Late spermatids",135,15,"UP000002602"
"6767","Leydig cells",148,2,"UP000002602"
"6768","Lymphatic endothelial cells",147,3,"UP000002602"
"6769","Macrophages",150,NA,"UP000002602"
"6770","Melanocytes",150,NA,"UP000002602"
"6771","Mesothelial cells",146,4,"UP000002602"
"6772","Microglial cells",144,6,"UP000002602"
"6773","Mucus glandular cells",150,NA,"UP000002602"
"6774","Muller glia cells",148,2,"UP000002602"
"6775","NK-cells",150,NA,"UP000002602"
"6776","Oligodendrocyte precursor cells",133,17,"UP000002602"
"6777","Oligodendrocytes",132,18,"UP000002602"
"6778","Oocytes",146,4,"UP000002602"
"6779","Ovarian stromal cells",150,NA,"UP000002602"
"6780","Pancreatic endocrine cells",148,2,"UP000002602"
"6781","Paneth cells",147,3,"UP000002602"
"6782","Peritubular cells",143,7,"UP000002602"
"6783","Plasma cells",51,99,"UP000002602"
"6784","Prostatic glandular cells",148,2,"UP000002602"
"6785","Proximal enterocytes",150,NA,"UP000002602"
"6786","Proximal tubular cells",148,2,"UP000002602"
"6787","Rod photoreceptor cells",142,8,"UP000002602"
"6788","Salivary duct cells",150,NA,"UP000002602"
"6789","Schwann cells",150,NA,"UP000002602"
"6790","Secretory cells",148,2,"UP000002602"
"6791","Serous glandular cells",150,NA,"UP000002602"
"6792","Sertoli cells",148,2,"UP000002602"
"6793","Skeletal myocytes",146,4,"UP000002602"
"6794","Smooth muscle cells",150,NA,"UP000002602"
"6795","Spermatocytes",45,105,"UP000002602"
"6796","Spermatogonia",136,14,"UP000002602"
"6797","Squamous epithelial cells",148,2,"UP000002602"
"6798","Suprabasal keratinocytes",145,5,"UP000002602"
"6799","Syncytiotrophoblasts",145,5,"UP000002602"
"6800","T-cells",147,3,"UP000002602"
"6801","Undifferentiated cells",53,97,"UP000002602"
"6802","dendritic cells",146,4,"UP000002602"
"6803","granulocytes",150,NA,"UP000002602"
"6804","monocytes",148,2,"UP000002602"
"6805","Adipocytes",728,2,"UP000002060"
"6806","Alveolar cells type 1",730,NA,"UP000002060"
"6807","Alveolar cells type 2",730,NA,"UP000002060"
"6808","Astrocytes",720,10,"UP000002060"
"6809","B-cells",730,NA,"UP000002060"
"6810","Basal keratinocytes",725,5,"UP000002060"
"6811","Basal prostatic cells",729,1,"UP000002060"
"6812","Basal respiratory cells",722,8,"UP000002060"
"6813","Basal squamous epithelial cells",727,3,"UP000002060"
"6814","Bipolar cells",725,5,"UP000002060"
"6815","Breast glandular cells",730,NA,"UP000002060"
"6816","Breast myoepithelial cells",730,NA,"UP000002060"
"6817","Cardiomyocytes",729,1,"UP000002060"
"6818","Cholangiocytes",730,NA,"UP000002060"
"6819","Ciliated cells",728,2,"UP000002060"
"6820","Club cells",728,2,"UP000002060"
"6821","Collecting duct cells",729,1,"UP000002060"
"6822","Cone photoreceptor cells",723,7,"UP000002060"
"6823","Cytotrophoblasts",668,62,"UP000002060"
"6824","Distal enterocytes",730,NA,"UP000002060"
"6825","Distal tubular cells",726,4,"UP000002060"
"6826","Ductal cells",718,12,"UP000002060"
"6827","Early spermatids",714,16,"UP000002060"
"6828","Endometrial stromal cells",729,1,"UP000002060"
"6829","Endothelial cells",728,2,"UP000002060"
"6830","Enteroendocrine cells",730,NA,"UP000002060"
"6831","Erythroid cells",481,249,"UP000002060"
"6832","Excitatory neurons",713,17,"UP000002060"
